student_id,angkatan,program,jenis_kelamin,id_agama,ips_sem1,ips_sem2,ips_sem3,ips_sem4,ipk_sem4,sks_sem1,sks_sem2,sks_sem3,sks_sem4,total_sks_lulus_sem4,failed_courses,failed_in_sem1,repeated_courses,avg_attendance,ips_trend,avg_ips,ips_std,ips_max,ips_min,sks_completion_ratio,semester_count,target
2227421016,2022,IH,L,1,0.0,3.25,3.83,3.0,3.24,4,97,23,7,131,0,0,2,100.0,3.0,2.52,1.7156,3.83,0.0,1.6375,6,1
2227421017,2022,IH,L,1,0.0,3.27,3.83,3.0,3.25,4,97,23,7,131,0,0,2,100.0,3.0,2.525,1.7185,3.83,0.0,1.6375,6,1
2227421018,2022,IH,L,1,0.0,3.31,3.91,3.43,3.32,4,97,23,7,131,0,0,2,100.0,3.43,2.6625,1.7938,3.91,0.0,1.6375,6,1
2227421019,2022,IH,L,1,0.0,3.25,3.91,3.43,3.27,4,97,23,7,131,0,0,2,100.0,3.43,2.6475,1.7868,3.91,0.0,1.6375,6,1
2227421020,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.0,3.27,4,97,23,7,131,0,0,2,98.34,3.0,2.5475,1.7404,3.91,0.0,1.6375,6,1
2227421021,2022,IH,L,1,0.0,3.22,3.7,3.0,3.19,4,97,23,7,131,0,0,2,100.0,3.0,2.48,1.679,3.7,0.0,1.6375,6,1
2227421022,2022,IH,L,1,0.0,3.23,3.83,3.0,3.22,4,97,23,7,131,0,0,2,100.0,3.0,2.515,1.7128,3.83,0.0,1.6375,6,1
2227421023,2022,IH,L,1,0.0,3.25,3.83,3.0,3.24,4,97,23,7,131,0,0,2,100.0,3.0,2.52,1.7156,3.83,0.0,1.6375,6,1
2227421025,2022,IH,L,1,0.0,3.19,3.91,3.0,3.21,4,97,23,7,131,0,0,2,100.0,3.0,2.525,1.7284,3.91,0.0,1.6375,6,1
2227421026,2022,IH,L,1,0.0,3.22,3.91,3.0,3.23,4,97,23,7,131,0,0,2,100.0,3.0,2.5325,1.7323,3.91,0.0,1.6375,6,1
2227421027,2022,IH,L,1,0.0,3.26,3.83,3.0,3.24,4,97,23,7,131,0,0,2,98.58,3.0,2.5225,1.717,3.83,0.0,1.6375,6,1
2227421028,2022,IH,L,1,0.0,3.3,3.83,3.0,3.27,4,97,23,7,131,0,0,2,100.0,3.0,2.5325,1.7229,3.83,0.0,1.6375,6,1
2227421029,2022,IH,L,1,0.0,3.29,3.83,3.0,3.27,4,97,23,7,131,0,0,2,100.0,3.0,2.53,1.7214,3.83,0.0,1.6375,6,1
2227421030,2022,IH,L,1,0.0,3.26,3.7800000000000002,3.0,3.24,4,97,23,7,131,0,0,2,100.0,3.0,2.51,1.7045,3.78,0.0,1.6375,6,1
2227421031,2022,IH,L,1,0.0,3.13,3.83,3.0,3.15,4,97,23,7,131,0,0,2,100.0,3.0,2.49,1.6995,3.83,0.0,1.6375,6,1
2227421032,2022,IH,L,1,0.0,3.14,3.7,3.0,3.14,4,97,23,7,131,0,0,2,100.0,3.0,2.46,1.6677,3.7,0.0,1.6375,6,1
2227421033,2022,IH,L,1,0.0,3.16,3.7,3.0,3.15,4,97,23,7,131,0,0,2,100.0,3.0,2.465,1.6704,3.7,0.0,1.6375,6,1
2227421034,2022,IH,L,1,0.0,3.18,3.83,3.0,3.18,4,97,23,7,131,0,0,2,100.0,3.0,2.5025,1.706,3.83,0.0,1.6375,6,1
2227421035,2022,IH,L,1,0.0,3.2,3.91,3.0,3.21,4,97,23,7,131,0,0,2,100.0,3.0,2.5275,1.7297,3.91,0.0,1.6375,6,1
2227421037,2022,IH,L,1,0.0,3.25,3.91,3.0,3.25,4,97,23,7,131,0,0,2,100.0,3.0,2.54,1.7363,3.91,0.0,1.6375,6,1
2227421038,2022,IH,L,1,0.0,3.33,3.83,3.0,3.3,4,97,23,7,131,0,0,2,100.0,3.0,2.54,1.7274,3.83,0.0,1.6375,6,1
2227421039,2022,IH,L,1,0.0,3.27,3.83,3.0,3.25,4,97,23,7,131,0,0,2,100.0,3.0,2.525,1.7185,3.83,0.0,1.6375,6,1
2227421040,2022,IH,L,1,0.0,3.2800000000000002,3.83,3.0,3.26,4,97,23,7,131,0,0,2,100.0,3.0,2.5275,1.7199,3.83,0.0,1.6375,6,1
2227421041,2022,IH,L,1,0.0,3.34,3.65,3.43,3.3,4,97,23,7,131,0,0,2,,3.43,2.605,1.7415,3.65,0.0,1.6375,6,1
2227421042,2022,IH,L,1,0.0,3.23,3.7,3.0,3.2,4,97,23,7,131,0,0,2,80.0,3.0,2.4825,1.6804,3.7,0.0,1.6375,6,1
2227421043,2022,IH,L,1,0.0,3.29,3.7800000000000002,3.43,3.2800000000000002,4,97,23,7,131,0,0,2,,3.43,2.625,1.7621,3.78,0.0,1.6375,6,1
2227421044,2022,IH,L,1,0.0,3.26,3.7800000000000002,3.43,3.26,4,97,23,7,131,0,0,2,,3.43,2.6175,1.7584,3.78,0.0,1.6375,6,1
2227421045,2022,IH,P,1,0.0,3.26,3.7,3.43,3.24,4,97,23,7,131,0,0,2,,3.43,2.5975,1.7411,3.7,0.0,1.6375,6,1
2227421046,2022,IH,L,1,0.0,3.29,3.7,3.0,3.24,4,97,23,7,131,0,0,2,80.0,3.0,2.4975,1.6896,3.7,0.0,1.6375,6,1
2227421047,2022,IH,L,1,0.0,3.22,3.7,3.0,3.19,4,97,23,7,131,0,0,2,,3.0,2.48,1.679,3.7,0.0,1.6375,6,1
2227421049,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.43,3.3,4,99,23,7,133,0,0,1,97.22,3.43,2.655,1.7903,3.91,0.0,1.6625,6,1
2227421050,2022,IH,L,1,0.0,3.26,3.83,3.0,3.25,4,99,23,7,133,0,0,1,97.22,3.0,2.5225,1.717,3.83,0.0,1.6625,6,1
2227421051,2022,IH,L,1,0.0,3.26,3.83,3.0,3.25,4,99,23,7,133,0,0,1,97.22,3.0,2.5225,1.717,3.83,0.0,1.6625,6,1
2227421052,2022,IH,L,1,0.0,3.26,3.91,3.43,3.29,4,99,23,7,133,0,0,1,97.22,3.43,2.65,1.788,3.91,0.0,1.6625,6,1
2227421053,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.43,3.3,4,99,23,7,133,0,0,1,97.22,3.43,2.655,1.7903,3.91,0.0,1.6625,6,1
2227421054,2022,IH,L,1,0.0,3.25,3.83,3.43,3.26,4,99,23,7,133,0,0,1,97.22,3.43,2.6275,1.7684,3.83,0.0,1.6625,6,1
2227421055,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,97.22,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421056,2022,IH,L,1,0.0,3.3,3.83,3.43,3.3,4,99,23,7,133,0,0,1,97.22,3.43,2.64,1.7744,3.83,0.0,1.6625,6,1
2227421057,2022,IH,L,1,0.0,3.32,4.0,3.43,3.35,4,99,23,7,133,0,0,1,97.22,3.43,2.6875,1.8163,4.0,0.0,1.6625,6,1
2227421058,2022,IH,L,1,0.0,3.17,4.0,3.0,3.21,4,99,23,7,133,0,0,1,97.22,3.0,2.5425,1.7504,4.0,0.0,1.6625,6,1
2227421059,2022,IH,L,1,0.0,3.2800000000000002,3.83,3.0,3.26,4,99,23,7,133,0,0,1,97.22,3.0,2.5275,1.7199,3.83,0.0,1.6625,6,1
2227421060,2022,IH,L,1,0.0,3.24,3.91,3.43,3.27,4,99,23,7,133,0,0,1,95.45,3.43,2.645,1.7857,3.91,0.0,1.6625,6,1
2227421061,2022,IH,L,1,0.0,3.21,3.91,3.43,3.25,4,99,23,7,133,0,0,1,97.22,3.43,2.6375,1.7825,3.91,0.0,1.6625,6,1
2227421062,2022,IH,L,1,0.0,3.2800000000000002,3.83,3.0,3.26,4,99,23,7,133,0,0,1,97.22,3.0,2.5275,1.7199,3.83,0.0,1.6625,6,1
2227421063,2022,IH,L,1,0.0,3.25,3.83,3.0,3.24,4,99,23,7,133,0,0,1,97.22,3.0,2.52,1.7156,3.83,0.0,1.6625,6,1
2227421064,2022,IH,L,1,0.0,3.23,3.91,3.43,3.26,4,99,23,7,133,0,0,1,97.22,3.43,2.6425,1.7846,3.91,0.0,1.6625,6,1
2227421065,2022,IH,L,1,0.0,3.26,3.91,3.43,3.29,4,99,23,7,133,0,0,2,97.22,3.43,2.65,1.788,3.91,0.0,1.6625,6,1
2227421067,2022,IH,L,1,0.0,3.17,3.83,3.43,3.2,4,99,23,7,133,0,0,1,97.22,3.43,2.6075,1.7594,3.83,0.0,1.6625,6,1
2227421068,2022,IH,L,1,0.0,3.2800000000000002,3.7800000000000002,3.43,3.2800000000000002,4,99,23,7,133,0,0,1,97.22,3.43,2.6225,1.7608,3.78,0.0,1.6625,6,1
2227421069,2022,IH,L,1,0.0,3.21,3.91,3.0,3.23,4,99,23,7,133,0,0,1,93.78,3.0,2.53,1.731,3.91,0.0,1.6625,6,1
2227421070,2022,IH,L,1,0.0,3.23,3.91,3.0,3.24,4,99,23,7,133,0,0,1,97.22,3.0,2.535,1.7336,3.91,0.0,1.6625,6,1
2227421071,2022,IH,L,1,0.0,3.17,3.91,3.0,3.2,4,99,23,7,133,0,0,1,97.22,3.0,2.52,1.7258,3.91,0.0,1.6625,6,1
2227421072,2022,IH,L,1,0.0,3.23,4.0,3.43,3.2800000000000002,4,99,23,7,133,0,0,1,97.22,3.43,2.665,1.8064,4.0,0.0,1.6625,6,1
2227421073,2022,IH,P,1,0.0,3.27,3.7,3.43,3.26,4,99,23,7,133,0,0,1,97.22,3.43,2.6,1.7424,3.7,0.0,1.6625,6,1
2227421074,2022,IH,P,1,0.0,3.25,3.7800000000000002,3.43,3.26,4,99,23,7,133,0,0,1,97.22,3.43,2.615,1.7572,3.78,0.0,1.6625,6,1
2227421075,2022,IH,L,1,0.0,3.3,3.91,3.0,3.29,4,99,23,7,133,0,0,1,97.22,3.0,2.5525,1.7433,3.91,0.0,1.6625,6,1
2227421076,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.0,3.2800000000000002,4,99,23,7,133,0,0,1,97.22,3.0,2.5475,1.7404,3.91,0.0,1.6625,6,1
2227421077,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.0,3.2800000000000002,4,99,23,7,133,0,0,1,97.22,3.0,2.5475,1.7404,3.91,0.0,1.6625,6,1
2227421078,2022,IH,L,1,0.0,3.27,3.91,3.43,3.29,4,99,23,7,133,0,0,1,97.22,3.43,2.6525,1.7891,3.91,0.0,1.6625,6,1
2227421079,2022,IH,L,1,0.0,3.25,4.0,3.43,3.29,4,99,23,7,133,0,0,1,97.22,3.43,2.67,1.8085,4.0,0.0,1.6625,6,1
2227421080,2022,IH,L,1,0.0,3.25,3.91,3.43,3.2800000000000002,4,99,23,7,133,0,0,1,97.22,3.43,2.6475,1.7868,3.91,0.0,1.6625,6,1
2227421081,2022,IH,L,1,0.0,3.33,3.91,3.43,3.34,4,99,23,7,133,0,0,1,97.22,3.43,2.6675,1.7963,3.91,0.0,1.6625,6,1
2227421082,2022,IH,L,1,0.0,3.26,3.83,3.0,3.25,4,99,23,7,133,0,0,1,97.22,3.0,2.5225,1.717,3.83,0.0,1.6625,6,1
2227421083,2022,IH,L,1,0.0,3.2,3.7,3.0,3.18,4,99,23,7,133,0,0,1,97.22,3.0,2.475,1.6761,3.7,0.0,1.6625,6,1
2227421084,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,97.22,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421085,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.0,3.2800000000000002,4,99,23,7,133,0,0,1,97.22,3.0,2.5475,1.7404,3.91,0.0,1.6625,6,1
2227421086,2022,IH,L,1,0.0,3.32,3.91,3.43,3.33,4,99,23,7,133,0,0,1,97.22,3.43,2.665,1.795,3.91,0.0,1.6625,6,1
2227421087,2022,IH,L,1,0.0,3.25,3.83,3.0,3.24,4,99,23,7,133,0,0,1,97.22,3.0,2.52,1.7156,3.83,0.0,1.6625,6,1
2227421088,2022,IH,L,1,0.0,3.26,3.91,3.0,3.26,4,99,23,7,133,0,0,1,97.22,3.0,2.5425,1.7377,3.91,0.0,1.6625,6,1
2227421090,2022,IH,L,1,0.0,3.25,3.65,3.0,3.21,4,99,23,7,133,0,0,2,,3.0,2.475,1.6716,3.65,0.0,1.6625,6,1
2227421091,2022,IH,L,1,0.0,3.34,3.7800000000000002,3.43,3.32,4,99,23,7,133,0,0,2,,3.43,2.6375,1.7685,3.78,0.0,1.6625,6,1
2227421092,2022,IH,L,1,0.0,3.27,3.52,3.43,3.23,4,99,23,7,133,0,0,2,80.0,3.43,2.555,1.7065,3.52,0.0,1.6625,6,1
2227421093,2022,IH,L,1,0.0,3.26,3.7800000000000002,3.43,3.26,4,99,23,7,133,0,0,2,,3.43,2.6175,1.7584,3.78,0.0,1.6625,6,1
2227421094,2022,IH,L,1,0.0,3.18,3.7,3.0,3.17,4,99,23,7,133,0,0,2,,3.0,2.47,1.6732,3.7,0.0,1.6625,6,1
2227421096,2022,IH,L,1,0.0,3.23,3.7800000000000002,3.0,3.22,4,99,23,7,133,0,0,2,,3.0,2.5025,1.7001,3.78,0.0,1.6625,6,1
2227421097,2022,IH,L,1,0.0,3.2800000000000002,3.57,3.0,3.22,4,99,23,7,133,0,0,2,,3.0,2.4625,1.6581,3.57,0.0,1.6625,6,1
2227421098,2022,IH,L,1,0.0,3.27,3.61,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.47,1.6655,3.61,0.0,1.6625,6,1
2227421100,2022,IH,L,1,0.0,3.24,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.4625,1.6607,3.61,0.0,1.6625,6,1
2227421102,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421103,2022,IH,L,1,0.0,3.25,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.465,1.6623,3.61,0.0,1.6625,6,1
2227421104,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421105,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421106,2022,IH,L,1,0.0,3.24,3.7,3.0,3.21,4,99,23,7,133,0,0,1,,3.0,2.485,1.6819,3.7,0.0,1.6625,6,1
2227421107,2022,IH,L,1,0.0,3.27,3.7,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.4925,1.6865,3.7,0.0,1.6625,6,1
2227421108,2022,IH,L,1,0.0,3.2800000000000002,3.61,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.4725,1.6671,3.61,0.0,1.6625,6,1
2227421111,2022,IH,L,1,0.0,3.24,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.4625,1.6607,3.61,0.0,1.6625,6,1
2227421112,2022,IH,L,1,0.0,3.22,3.7,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.48,1.679,3.7,0.0,1.6625,6,1
2227421113,2022,IH,L,1,0.0,3.24,3.7,3.0,3.21,4,99,23,7,133,0,0,1,,3.0,2.485,1.6819,3.7,0.0,1.6625,6,1
2227421114,2022,IH,P,1,0.0,3.24,3.7,3.0,3.21,4,99,23,7,133,0,0,1,,3.0,2.485,1.6819,3.7,0.0,1.6625,6,1
2227421115,2022,IH,L,1,0.0,3.27,3.61,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.47,1.6655,3.61,0.0,1.6625,6,1
2227421116,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421117,2022,IH,L,1,0.0,3.27,3.61,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.47,1.6655,3.61,0.0,1.6625,6,1
2227421118,2022,IH,L,1,0.0,3.25,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.465,1.6623,3.61,0.0,1.6625,6,1
2227421119,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421121,2022,IH,L,1,0.0,3.24,3.7,3.0,3.21,4,99,23,7,133,0,0,1,,3.0,2.485,1.6819,3.7,0.0,1.6625,6,1
2227421122,2022,IH,L,1,0.0,3.2,3.7,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.475,1.6761,3.7,0.0,1.6625,6,1
2227421123,2022,IH,L,1,0.0,3.22,3.7,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.48,1.679,3.7,0.0,1.6625,6,1
2227421124,2022,IH,L,1,0.0,3.24,3.7800000000000002,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.505,1.7016,3.78,0.0,1.6625,6,1
2227421125,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421126,2022,IH,P,1,0.0,3.25,3.7,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.4875,1.6834,3.7,0.0,1.6625,6,1
2227421127,2022,IH,L,1,0.0,3.26,3.7,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.49,1.685,3.7,0.0,1.6625,6,1
2227421128,2022,IH,L,1,0.0,3.25,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.465,1.6623,3.61,0.0,1.6625,6,1
2227421129,2022,IH,L,1,0.0,3.22,3.7800000000000002,3.0,3.21,4,99,23,7,133,0,0,1,,3.0,2.5,1.6987,3.78,0.0,1.6625,6,1
2227421130,2022,IH,L,1,0.0,3.27,3.7800000000000002,3.0,3.25,4,99,23,7,133,0,0,1,,3.0,2.5125,1.7059,3.78,0.0,1.6625,6,1
2227421131,2022,IH,L,1,0.0,3.18,3.61,3.0,3.15,4,99,23,7,133,0,0,1,,3.0,2.4475,1.6516,3.61,0.0,1.6625,6,1
2227421132,2022,IH,L,1,0.0,3.27,3.61,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.47,1.6655,3.61,0.0,1.6625,6,1
2227421133,2022,IH,P,1,0.0,3.24,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.4625,1.6607,3.61,0.0,1.6625,6,1
2227421134,2022,IH,L,1,0.0,3.22,3.7,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.48,1.679,3.7,0.0,1.6625,6,1
2227421135,2022,IH,L,1,0.0,3.25,3.7,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.4875,1.6834,3.7,0.0,1.6625,6,1
2227421136,2022,IH,L,1,0.0,3.25,3.61,3.0,3.2,4,99,23,7,133,0,0,1,,3.0,2.465,1.6623,3.61,0.0,1.6625,6,1
2227421137,2022,IH,L,1,0.0,3.29,3.61,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.475,1.6687,3.61,0.0,1.6625,6,1
2227421138,2022,IH,L,1,0.0,3.27,3.7,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.4925,1.6865,3.7,0.0,1.6625,6,1
2227421139,2022,IH,L,1,0.0,3.22,3.61,3.0,3.18,4,99,23,7,133,0,0,1,,3.0,2.4575,1.6576,3.61,0.0,1.6625,6,1
2227421140,2022,IH,L,1,0.0,3.27,3.7,3.0,3.23,4,99,23,7,133,0,0,1,80.0,3.0,2.4925,1.6865,3.7,0.0,1.6625,6,1
2227421141,2022,IH,L,1,0.0,3.25,3.7,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.4875,1.6834,3.7,0.0,1.6625,6,1
2227421142,2022,IH,L,1,0.0,3.25,3.7800000000000002,3.0,3.23,4,99,23,7,133,0,0,1,,3.0,2.5075,1.703,3.78,0.0,1.6625,6,1
2227421143,2022,IH,P,1,0.0,3.25,3.7,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.4875,1.6834,3.7,0.0,1.6625,6,1
2227421144,2022,IH,L,1,0.0,3.25,3.7,3.0,3.22,4,99,23,7,133,0,0,1,,3.0,2.4875,1.6834,3.7,0.0,1.6625,6,1
2227421145,2022,IH,L,1,0.0,3.2800000000000002,3.83,3.0,3.26,4,99,23,7,133,0,0,1,91.33,3.0,2.5275,1.7199,3.83,0.0,1.6625,6,1
2227421146,2022,IH,L,1,0.0,3.23,3.91,3.43,3.26,4,99,23,7,133,0,0,1,95.15,3.43,2.6425,1.7846,3.91,0.0,1.6625,6,1
2227421147,2022,IH,L,1,0.0,3.25,3.83,3.0,3.24,4,99,23,7,133,0,0,1,92.35,3.0,2.52,1.7156,3.83,0.0,1.6625,6,1
2227421148,2022,IH,L,1,0.0,3.2800000000000002,3.91,3.43,3.3,4,99,23,7,133,0,0,1,94.8,3.43,2.655,1.7903,3.91,0.0,1.6625,6,1
2227421149,2022,IH,L,1,0.0,3.25,3.91,3.43,3.2800000000000002,4,99,23,7,133,0,0,1,91.67,3.43,2.6475,1.7868,3.91,0.0,1.6625,6,1
2227421150,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,90.63,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421151,2022,IH,L,1,0.0,3.26,3.91,3.43,3.29,4,99,23,7,133,0,0,1,92.35,3.43,2.65,1.788,3.91,0.0,1.6625,6,1
2227421152,2022,IH,L,1,0.0,3.25,3.83,3.43,3.26,4,99,23,7,133,0,0,1,93.75,3.43,2.6275,1.7684,3.83,0.0,1.6625,6,1
2227421153,2022,IH,L,1,0.0,3.32,3.91,3.43,3.33,4,99,23,7,133,0,0,1,95.5,3.43,2.665,1.795,3.91,0.0,1.6625,6,1
2227421154,2022,IH,L,1,0.0,3.25,3.91,3.43,3.2800000000000002,4,99,23,7,133,0,0,1,94.8,3.43,2.6475,1.7868,3.91,0.0,1.6625,6,1
2227421155,2022,IH,L,1,0.0,3.25,3.7800000000000002,3.43,3.26,4,99,23,7,133,0,0,1,90.98,3.43,2.615,1.7572,3.78,0.0,1.6625,6,1
2227421157,2022,IH,L,1,0.0,3.23,3.83,3.43,3.25,4,99,23,7,133,0,0,1,89.11,3.43,2.6225,1.766,3.83,0.0,1.6625,6,1
2227421158,2022,IH,L,1,0.0,3.26,3.7800000000000002,3.43,3.26,4,99,23,7,133,0,0,1,90.63,3.43,2.6175,1.7584,3.78,0.0,1.6625,6,1
2227421159,2022,IH,L,1,0.0,3.26,3.91,3.43,3.29,4,99,23,7,133,0,0,1,91.19,3.43,2.65,1.788,3.91,0.0,1.6625,6,1
2227421160,2022,IH,L,1,0.0,3.23,3.7800000000000002,3.43,3.24,4,99,23,7,133,0,0,1,94.8,3.43,2.61,1.7548,3.78,0.0,1.6625,6,1
2227421161,2022,IH,L,1,0.0,3.26,3.7,3.0,3.23,4,99,23,7,133,0,0,1,90.9,3.0,2.49,1.685,3.7,0.0,1.6625,6,1
2227421162,2022,IH,P,1,0.0,3.21,3.83,3.0,3.21,4,99,23,7,133,0,0,1,90.63,3.0,2.51,1.71,3.83,0.0,1.6625,6,1
2227421163,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,87.33,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421164,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,93.42,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421165,2022,IH,L,1,0.0,3.32,3.83,3.0,3.29,4,99,23,7,133,0,0,1,94.45,3.0,2.5375,1.7259,3.83,0.0,1.6625,6,1
2227421166,2022,IH,L,1,0.0,3.32,3.83,3.0,3.29,4,99,23,7,133,0,0,1,95.83,3.0,2.5375,1.7259,3.83,0.0,1.6625,6,1
2227421167,2022,IH,L,1,0.0,3.32,3.83,3.0,3.29,4,99,23,7,133,0,0,1,90.97,3.0,2.5375,1.7259,3.83,0.0,1.6625,6,1
2227421168,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,96.18,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421169,2022,IH,L,1,0.0,3.26,3.83,3.0,3.25,4,99,23,7,133,0,0,1,92.02,3.0,2.5225,1.717,3.83,0.0,1.6625,6,1
2227421170,2022,IH,L,1,0.0,3.23,3.83,3.43,3.25,4,99,23,7,133,0,0,1,90.63,3.43,2.6225,1.766,3.83,0.0,1.6625,6,1
2227421171,2022,IH,L,1,0.0,3.3,3.7800000000000002,3.43,3.29,4,99,23,7,133,0,0,1,93.42,3.43,2.6275,1.7634,3.78,0.0,1.6625,6,1
2227421172,2022,IH,P,1,0.0,3.22,3.7800000000000002,3.43,3.23,4,99,23,7,133,0,0,1,97.23,3.43,2.6075,1.7536,3.78,0.0,1.6625,6,1
2227421173,2022,IH,L,1,0.0,3.3,3.7,3.0,3.26,4,99,23,7,133,0,0,1,92.02,3.0,2.5,1.6912,3.7,0.0,1.6625,6,1
2227421174,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,94.43,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421175,2022,IH,L,1,0.0,3.21,3.83,3.0,3.21,4,99,23,7,133,0,0,1,95.83,3.0,2.51,1.71,3.83,0.0,1.6625,6,1
2227421176,2022,IH,L,1,0.0,3.25,3.91,3.0,3.26,4,99,23,7,133,0,0,1,89.0,3.0,2.54,1.7363,3.91,0.0,1.6625,6,1
2227421177,2022,IH,L,1,0.0,3.25,3.83,3.43,3.26,4,99,23,7,133,0,0,1,92.37,3.43,2.6275,1.7684,3.83,0.0,1.6625,6,1
2227421179,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,93.75,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
2227421180,2022,IH,L,1,0.0,3.21,3.83,3.0,3.21,4,99,23,7,133,0,0,1,90.27,3.0,2.51,1.71,3.83,0.0,1.6625,6,1
2227421181,2022,IH,L,1,0.0,3.2800000000000002,3.83,3.0,3.26,4,99,23,7,133,0,0,1,92.03,3.0,2.5275,1.7199,3.83,0.0,1.6625,6,1
2227421182,2022,IH,L,1,0.0,3.23,3.91,3.43,3.26,4,99,23,7,133,0,0,1,94.8,3.43,2.6425,1.7846,3.91,0.0,1.6625,6,1
2227421183,2022,IH,L,1,0.0,3.26,3.83,3.0,3.25,4,99,23,7,133,0,0,1,91.33,3.0,2.5225,1.717,3.83,0.0,1.6625,6,1
2227421184,2022,IH,L,1,0.0,3.23,3.83,3.0,3.23,4,99,23,7,133,0,0,1,88.9,3.0,2.515,1.7128,3.83,0.0,1.6625,6,1
227421023,2022,IH,L,1,1.5,3.0,0.0,0.0,1.21,24,21,18,19,82,18,4,0,55.79,-1.5,1.125,1.4361,3.0,0.0,1.025,4,0
227421024,2022,IH,L,1,1.33,3.0,0.0,0.0,1.16,24,21,18,19,82,18,4,0,56.48,-1.33,1.0825,1.4238,3.0,0.0,1.025,4,0
227421033,2022,IH,P,2,2.54,3.1,0.0,0.0,1.54,24,21,18,19,82,15,1,0,75.77,-2.54,1.41,1.6441,3.1,0.0,1.025,4,0
227422014,2022,IH,P,1,3.27,4.0,3.67,,3.33,133,8,6,,147,1,1,0,32.1,0.4,3.6467,0.3656,4.0,3.27,1.8375,3,1
227422016,2022,IH,L,1,3.45,3.67,4.0,,3.48,133,6,6,,145,0,0,0,61.42,0.55,3.7067,0.2768,4.0,3.45,1.8125,3,1
